n,k,p,soil,zone,crop
628.0,314.0,314.0,red,southern plateau and hills region,cotton
632.0,316.0,316.0,red,southern plateau and hills region,cotton
636.0,318.0,318.0,red,southern plateau and hills region,cotton
640.0,320.0,320.0,red,southern plateau and hills region,cotton
644.0,322.0,322.0,red,southern plateau and hills region,cotton
648.0,324.0,324.0,red,southern plateau and hills region,cotton
652.0,326.0,326.0,red,southern plateau and hills region,cotton
656.0,328.0,328.0,red,southern plateau and hills region,cotton
660.0,330.0,330.0,red,southern plateau and hills region,cotton
664.0,332.0,332.0,red,southern plateau and hills region,cotton
668.0,334.0,334.0,red,southern plateau and hills region,cotton
672.0,336.0,336.0,red,southern plateau and hills region,cotton
676.0,338.0,338.0,red,southern plateau and hills region,cotton
680.0,340.0,340.0,red,southern plateau and hills region,cotton
684.0,342.0,342.0,red,southern plateau and hills region,cotton
688.0,344.0,344.0,red,southern plateau and hills region,cotton
692.0,346.0,346.0,red,southern plateau and hills region,cotton
696.0,348.0,348.0,red,southern plateau and hills region,cotton
700.0,350.0,350.0,red,southern plateau and hills region,cotton
704.0,352.0,352.0,red,southern plateau and hills region,cotton
708.0,354.0,354.0,red,southern plateau and hills region,cotton
712.0,356.0,356.0,red,southern plateau and hills region,cotton
716.0,358.0,358.0,red,southern plateau and hills region,cotton
720.0,360.0,360.0,red,southern plateau and hills region,cotton
724.0,362.0,362.0,red,southern plateau and hills region,cotton
728.0,364.0,364.0,red,southern plateau and hills region,cotton
732.0,366.0,366.0,red,southern plateau and hills region,cotton
736.0,368.0,368.0,red,southern plateau and hills region,cotton
740.0,370.0,370.0,red,southern plateau and hills region,cotton
744.0,372.0,372.0,red,southern plateau and hills region,cotton
748.0,374.0,374.0,red,southern plateau and hills region,cotton
752.0,376.0,376.0,red,southern plateau and hills region,cotton
756.0,378.0,378.0,red,southern plateau and hills region,cotton
760.0,380.0,380.0,red,southern plateau and hills region,cotton
764.0,382.0,382.0,red,southern plateau and hills region,cotton
768.0,384.0,384.0,red,southern plateau and hills region,cotton
772.0,386.0,386.0,red,southern plateau and hills region,cotton
776.0,388.0,388.0,red,southern plateau and hills region,cotton
780.0,390.0,390.0,red,southern plateau and hills region,cotton
784.0,392.0,392.0,red,southern plateau and hills region,cotton
788.0,394.0,394.0,red,southern plateau and hills region,cotton
792.0,396.0,396.0,red,southern plateau and hills region,cotton
796.0,398.0,398.0,red,southern plateau and hills region,cotton
800.0,400.0,400.0,red,southern plateau and hills region,cotton
804.0,402.0,402.0,red,southern plateau and hills region,cotton
808.0,404.0,404.0,red,southern plateau and hills region,cotton
812.0,406.0,406.0,red,southern plateau and hills region,cotton
816.0,408.0,408.0,red,southern plateau and hills region,cotton
820.0,410.0,410.0,red,southern plateau and hills region,cotton
824.0,412.0,412.0,red,southern plateau and hills region,cotton
828.0,414.0,414.0,red,southern plateau and hills region,cotton
832.0,416.0,416.0,red,southern plateau and hills region,cotton
836.0,418.0,418.0,red,southern plateau and hills region,cotton
840.0,420.0,420.0,red,southern plateau and hills region,cotton
844.0,422.0,422.0,red,southern plateau and hills region,cotton
848.0,424.0,424.0,red,southern plateau and hills region,cotton
852.0,426.0,426.0,red,southern plateau and hills region,cotton
856.0,428.0,428.0,red,southern plateau and hills region,cotton
860.0,430.0,430.0,red,southern plateau and hills region,cotton
864.0,432.0,432.0,red,southern plateau and hills region,cotton
868.0,434.0,434.0,red,southern plateau and hills region,cotton
872.0,436.0,436.0,red,southern plateau and hills region,cotton
876.0,438.0,438.0,red,southern plateau and hills region,cotton
880.0,440.0,440.0,red,southern plateau and hills region,cotton
884.0,442.0,442.0,red,southern plateau and hills region,cotton
888.0,444.0,444.0,red,southern plateau and hills region,cotton
892.0,446.0,446.0,red,southern plateau and hills region,cotton
896.0,448.0,448.0,red,southern plateau and hills region,cotton
900.0,450.0,450.0,red,southern plateau and hills region,cotton
904.0,452.0,452.0,red,southern plateau and hills region,cotton
908.0,454.0,454.0,red,southern plateau and hills region,cotton
912.0,456.0,456.0,red,southern plateau and hills region,cotton
916.0,458.0,458.0,red,southern plateau and hills region,cotton
920.0,460.0,460.0,red,southern plateau and hills region,cotton
924.0,462.0,462.0,red,southern plateau and hills region,cotton
928.0,464.0,464.0,red,southern plateau and hills region,cotton
932.0,466.0,466.0,red,southern plateau and hills region,cotton
936.0,468.0,468.0,red,southern plateau and hills region,cotton
940.0,470.0,470.0,red,southern plateau and hills region,cotton
944.0,472.0,472.0,red,southern plateau and hills region,cotton
948.0,474.0,474.0,red,southern plateau and hills region,cotton
952.0,476.0,476.0,red,southern plateau and hills region,cotton
956.0,478.0,478.0,red,southern plateau and hills region,cotton
960.0,480.0,480.0,red,southern plateau and hills region,cotton
964.0,482.0,482.0,red,southern plateau and hills region,cotton
968.0,484.0,484.0,red,southern plateau and hills region,cotton
972.0,486.0,486.0,red,southern plateau and hills region,cotton
976.0,488.0,488.0,red,southern plateau and hills region,cotton
980.0,490.0,490.0,red,southern plateau and hills region,cotton
984.0,492.0,492.0,red,southern plateau and hills region,cotton
988.0,494.0,494.0,red,southern plateau and hills region,cotton
992.0,496.0,496.0,red,southern plateau and hills region,cotton
996.0,498.0,498.0,red,southern plateau and hills region,cotton
0.0,0.0,0.0,alluvial,southern plateau and hills region,cotton
4.0,2.0,2.0,alluvial,southern plateau and hills region,cotton
8.0,4.0,4.0,alluvial,southern plateau and hills region,cotton
12.0,6.0,6.0,alluvial,southern plateau and hills region,cotton
16.0,8.0,8.0,alluvial,southern plateau and hills region,cotton
20.0,10.0,10.0,alluvial,southern plateau and hills region,cotton
24.0,12.0,12.0,alluvial,southern plateau and hills region,cotton
28.0,14.0,14.0,alluvial,southern plateau and hills region,cotton
32.0,16.0,16.0,alluvial,southern plateau and hills region,cotton
36.0,18.0,18.0,alluvial,southern plateau and hills region,cotton
40.0,20.0,20.0,alluvial,southern plateau and hills region,cotton
44.0,22.0,22.0,alluvial,southern plateau and hills region,cotton
48.0,24.0,24.0,alluvial,southern plateau and hills region,cotton
52.0,26.0,26.0,alluvial,southern plateau and hills region,cotton
56.0,28.0,28.0,alluvial,southern plateau and hills region,cotton
60.0,30.0,30.0,alluvial,southern plateau and hills region,cotton
64.0,32.0,32.0,alluvial,southern plateau and hills region,cotton
68.0,34.0,34.0,alluvial,southern plateau and hills region,cotton
72.0,36.0,36.0,alluvial,southern plateau and hills region,cotton
76.0,38.0,38.0,alluvial,southern plateau and hills region,cotton
80.0,40.0,40.0,alluvial,southern plateau and hills region,cotton
84.0,42.0,42.0,alluvial,southern plateau and hills region,cotton
88.0,44.0,44.0,alluvial,southern plateau and hills region,cotton
92.0,46.0,46.0,alluvial,southern plateau and hills region,cotton
96.0,48.0,48.0,alluvial,southern plateau and hills region,cotton
100.0,50.0,50.0,alluvial,southern plateau and hills region,cotton
104.0,52.0,52.0,alluvial,southern plateau and hills region,cotton
108.0,54.0,54.0,alluvial,southern plateau and hills region,cotton
112.0,56.0,56.0,alluvial,southern plateau and hills region,cotton
116.0,58.0,58.0,alluvial,southern plateau and hills region,cotton
120.0,60.0,60.0,alluvial,southern plateau and hills region,cotton
124.0,62.0,62.0,alluvial,southern plateau and hills region,cotton
128.0,64.0,64.0,alluvial,southern plateau and hills region,cotton
132.0,66.0,66.0,alluvial,southern plateau and hills region,cotton
136.0,68.0,68.0,alluvial,southern plateau and hills region,cotton
140.0,70.0,70.0,alluvial,southern plateau and hills region,cotton
144.0,72.0,72.0,alluvial,southern plateau and hills region,cotton
148.0,74.0,74.0,alluvial,southern plateau and hills region,cotton
152.0,76.0,76.0,alluvial,southern plateau and hills region,cotton
156.0,78.0,78.0,alluvial,southern plateau and hills region,cotton
160.0,80.0,80.0,alluvial,southern plateau and hills region,cotton
164.0,82.0,82.0,alluvial,southern plateau and hills region,cotton
168.0,84.0,84.0,alluvial,southern plateau and hills region,cotton
172.0,86.0,86.0,alluvial,southern plateau and hills region,cotton
176.0,88.0,88.0,alluvial,southern plateau and hills region,cotton
180.0,90.0,90.0,alluvial,southern plateau and hills region,cotton
184.0,92.0,92.0,alluvial,southern plateau and hills region,cotton
188.0,94.0,94.0,alluvial,southern plateau and hills region,cotton
192.0,96.0,96.0,alluvial,southern plateau and hills region,cotton
196.0,98.0,98.0,alluvial,southern plateau and hills region,cotton
200.0,100.0,100.0,alluvial,southern plateau and hills region,cotton
204.0,102.0,102.0,alluvial,southern plateau and hills region,cotton
208.0,104.0,104.0,alluvial,southern plateau and hills region,cotton
212.0,106.0,106.0,alluvial,southern plateau and hills region,cotton
216.0,108.0,108.0,alluvial,southern plateau and hills region,cotton
220.0,110.0,110.0,alluvial,southern plateau and hills region,cotton
224.0,112.0,112.0,alluvial,southern plateau and hills region,cotton
228.0,114.0,114.0,alluvial,southern plateau and hills region,cotton
232.0,116.0,116.0,alluvial,southern plateau and hills region,cotton
236.0,118.0,118.0,alluvial,southern plateau and hills region,cotton
240.0,120.0,120.0,alluvial,southern plateau and hills region,cotton
244.0,122.0,122.0,alluvial,southern plateau and hills region,cotton
248.0,124.0,124.0,alluvial,southern plateau and hills region,cotton
252.0,126.0,126.0,alluvial,southern plateau and hills region,cotton
256.0,128.0,128.0,alluvial,southern plateau and hills region,cotton
260.0,130.0,130.0,alluvial,southern plateau and hills region,cotton
264.0,132.0,132.0,alluvial,southern plateau and hills region,cotton
268.0,134.0,134.0,alluvial,southern plateau and hills region,cotton
272.0,136.0,136.0,alluvial,southern plateau and hills region,cotton
276.0,138.0,138.0,alluvial,southern plateau and hills region,cotton
280.0,140.0,140.0,alluvial,southern plateau and hills region,cotton
284.0,142.0,142.0,alluvial,southern plateau and hills region,cotton
288.0,144.0,144.0,alluvial,southern plateau and hills region,cotton
292.0,146.0,146.0,alluvial,southern plateau and hills region,cotton
296.0,148.0,148.0,alluvial,southern plateau and hills region,cotton
300.0,150.0,150.0,alluvial,southern plateau and hills region,cotton
304.0,152.0,152.0,alluvial,southern plateau and hills region,cotton
308.0,154.0,154.0,alluvial,southern plateau and hills region,cotton
312.0,156.0,156.0,alluvial,southern plateau and hills region,cotton
316.0,158.0,158.0,alluvial,southern plateau and hills region,cotton
320.0,160.0,160.0,alluvial,southern plateau and hills region,cotton
324.0,162.0,162.0,alluvial,southern plateau and hills region,cotton
328.0,164.0,164.0,alluvial,southern plateau and hills region,cotton
332.0,166.0,166.0,alluvial,southern plateau and hills region,cotton
336.0,168.0,168.0,alluvial,southern plateau and hills region,cotton
340.0,170.0,170.0,alluvial,southern plateau and hills region,cotton
344.0,172.0,172.0,alluvial,southern plateau and hills region,cotton
348.0,174.0,174.0,alluvial,southern plateau and hills region,cotton
352.0,176.0,176.0,alluvial,southern plateau and hills region,cotton
356.0,178.0,178.0,alluvial,southern plateau and hills region,cotton
360.0,180.0,180.0,alluvial,southern plateau and hills region,cotton
364.0,182.0,182.0,alluvial,southern plateau and hills region,cotton
368.0,184.0,184.0,alluvial,southern plateau and hills region,cotton
372.0,186.0,186.0,alluvial,southern plateau and hills region,cotton
376.0,188.0,188.0,alluvial,southern plateau and hills region,cotton
380.0,190.0,190.0,alluvial,southern plateau and hills region,cotton
384.0,192.0,192.0,alluvial,southern plateau and hills region,cotton
388.0,194.0,194.0,alluvial,southern plateau and hills region,cotton
392.0,196.0,196.0,alluvial,southern plateau and hills region,cotton
396.0,198.0,198.0,alluvial,southern plateau and hills region,cotton
400.0,200.0,200.0,alluvial,southern plateau and hills region,cotton
404.0,202.0,202.0,alluvial,southern plateau and hills region,cotton
408.0,204.0,204.0,alluvial,southern plateau and hills region,cotton
412.0,206.0,206.0,alluvial,southern plateau and hills region,cotton
416.0,208.0,208.0,alluvial,southern plateau and hills region,cotton
420.0,210.0,210.0,alluvial,southern plateau and hills region,cotton
424.0,212.0,212.0,alluvial,southern plateau and hills region,cotton
428.0,214.0,214.0,alluvial,southern plateau and hills region,cotton
432.0,216.0,216.0,alluvial,southern plateau and hills region,cotton
436.0,218.0,218.0,alluvial,southern plateau and hills region,cotton
440.0,220.0,220.0,alluvial,southern plateau and hills region,cotton
444.0,222.0,222.0,alluvial,southern plateau and hills region,cotton
448.0,224.0,224.0,alluvial,southern plateau and hills region,cotton
452.0,226.0,226.0,alluvial,southern plateau and hills region,cotton
456.0,228.0,228.0,alluvial,southern plateau and hills region,cotton
460.0,230.0,230.0,alluvial,southern plateau and hills region,cotton
464.0,232.0,232.0,alluvial,southern plateau and hills region,cotton
468.0,234.0,234.0,alluvial,southern plateau and hills region,cotton
472.0,236.0,236.0,alluvial,southern plateau and hills region,cotton
476.0,238.0,238.0,alluvial,southern plateau and hills region,cotton
480.0,240.0,240.0,alluvial,southern plateau and hills region,cotton
484.0,242.0,242.0,alluvial,southern plateau and hills region,cotton
488.0,244.0,244.0,alluvial,southern plateau and hills region,cotton
492.0,246.0,246.0,alluvial,southern plateau and hills region,cotton
496.0,248.0,248.0,alluvial,southern plateau and hills region,cotton
500.0,250.0,250.0,alluvial,southern plateau and hills region,cotton
504.0,252.0,252.0,alluvial,southern plateau and hills region,cotton
508.0,254.0,254.0,alluvial,southern plateau and hills region,cotton
512.0,256.0,256.0,alluvial,southern plateau and hills region,cotton
516.0,258.0,258.0,alluvial,southern plateau and hills region,cotton
520.0,260.0,260.0,alluvial,southern plateau and hills region,cotton
524.0,262.0,262.0,alluvial,southern plateau and hills region,cotton
528.0,264.0,264.0,alluvial,southern plateau and hills region,cotton
532.0,266.0,266.0,alluvial,southern plateau and hills region,cotton
536.0,268.0,268.0,alluvial,southern plateau and hills region,cotton
540.0,270.0,270.0,alluvial,southern plateau and hills region,cotton
544.0,272.0,272.0,alluvial,southern plateau and hills region,cotton
548.0,274.0,274.0,alluvial,southern plateau and hills region,cotton
552.0,276.0,276.0,alluvial,southern plateau and hills region,cotton
556.0,278.0,278.0,alluvial,southern plateau and hills region,cotton
560.0,280.0,280.0,alluvial,southern plateau and hills region,cotton
564.0,282.0,282.0,alluvial,southern plateau and hills region,cotton
568.0,284.0,284.0,alluvial,southern plateau and hills region,cotton
572.0,286.0,286.0,alluvial,southern plateau and hills region,cotton
576.0,288.0,288.0,alluvial,southern plateau and hills region,cotton
580.0,290.0,290.0,alluvial,southern plateau and hills region,cotton
584.0,292.0,292.0,alluvial,southern plateau and hills region,cotton
588.0,294.0,294.0,alluvial,southern plateau and hills region,cotton
592.0,296.0,296.0,alluvial,southern plateau and hills region,cotton
596.0,298.0,298.0,alluvial,southern plateau and hills region,cotton
600.0,300.0,300.0,alluvial,southern plateau and hills region,cotton
604.0,302.0,302.0,alluvial,southern plateau and hills region,cotton
608.0,304.0,304.0,alluvial,southern plateau and hills region,cotton
612.0,306.0,306.0,alluvial,southern plateau and hills region,cotton
616.0,308.0,308.0,alluvial,southern plateau and hills region,cotton
620.0,310.0,310.0,alluvial,southern plateau and hills region,cotton
624.0,312.0,312.0,alluvial,southern plateau and hills region,cotton
628.0,314.0,314.0,alluvial,southern plateau and hills region,cotton
632.0,316.0,316.0,alluvial,southern plateau and hills region,cotton
636.0,318.0,318.0,alluvial,southern plateau and hills region,cotton
640.0,320.0,320.0,alluvial,southern plateau and hills region,cotton
644.0,322.0,322.0,alluvial,southern plateau and hills region,cotton
648.0,324.0,324.0,alluvial,southern plateau and hills region,cotton
652.0,326.0,326.0,alluvial,southern plateau and hills region,cotton
656.0,328.0,328.0,alluvial,southern plateau and hills region,cotton
660.0,330.0,330.0,alluvial,southern plateau and hills region,cotton
664.0,332.0,332.0,alluvial,southern plateau and hills region,cotton
668.0,334.0,334.0,alluvial,southern plateau and hills region,cotton
672.0,336.0,336.0,alluvial,southern plateau and hills region,cotton
676.0,338.0,338.0,alluvial,southern plateau and hills region,cotton
680.0,340.0,340.0,alluvial,southern plateau and hills region,cotton
684.0,342.0,342.0,alluvial,southern plateau and hills region,cotton
688.0,344.0,344.0,alluvial,southern plateau and hills region,cotton
692.0,346.0,346.0,alluvial,southern plateau and hills region,cotton
696.0,348.0,348.0,alluvial,southern plateau and hills region,cotton
700.0,350.0,350.0,alluvial,southern plateau and hills region,cotton
704.0,352.0,352.0,alluvial,southern plateau and hills region,cotton
708.0,354.0,354.0,alluvial,southern plateau and hills region,cotton
712.0,356.0,356.0,alluvial,southern plateau and hills region,cotton
716.0,358.0,358.0,alluvial,southern plateau and hills region,cotton
720.0,360.0,360.0,alluvial,southern plateau and hills region,cotton
724.0,362.0,362.0,alluvial,southern plateau and hills region,cotton
728.0,364.0,364.0,alluvial,southern plateau and hills region,cotton
732.0,366.0,366.0,alluvial,southern plateau and hills region,cotton
736.0,368.0,368.0,alluvial,southern plateau and hills region,cotton
740.0,370.0,370.0,alluvial,southern plateau and hills region,cotton
744.0,372.0,372.0,alluvial,southern plateau and hills region,cotton
748.0,374.0,374.0,alluvial,southern plateau and hills region,cotton
752.0,376.0,376.0,alluvial,southern plateau and hills region,cotton
756.0,378.0,378.0,alluvial,southern plateau and hills region,cotton
760.0,380.0,380.0,alluvial,southern plateau and hills region,cotton
764.0,382.0,382.0,alluvial,southern plateau and hills region,cotton
768.0,384.0,384.0,alluvial,southern plateau and hills region,cotton
772.0,386.0,386.0,alluvial,southern plateau and hills region,cotton
776.0,388.0,388.0,alluvial,southern plateau and hills region,cotton
780.0,390.0,390.0,alluvial,southern plateau and hills region,cotton
784.0,392.0,392.0,alluvial,southern plateau and hills region,cotton
788.0,394.0,394.0,alluvial,southern plateau and hills region,cotton
792.0,396.0,396.0,alluvial,southern plateau and hills region,cotton
796.0,398.0,398.0,alluvial,southern plateau and hills region,cotton
800.0,400.0,400.0,alluvial,southern plateau and hills region,cotton
804.0,402.0,402.0,alluvial,southern plateau and hills region,cotton
808.0,404.0,404.0,alluvial,southern plateau and hills region,cotton
812.0,406.0,406.0,alluvial,southern plateau and hills region,cotton
816.0,408.0,408.0,alluvial,southern plateau and hills region,cotton
820.0,410.0,410.0,alluvial,southern plateau and hills region,cotton
824.0,412.0,412.0,alluvial,southern plateau and hills region,cotton
828.0,414.0,414.0,alluvial,southern plateau and hills region,cotton
832.0,416.0,416.0,alluvial,southern plateau and hills region,cotton
836.0,418.0,418.0,alluvial,southern plateau and hills region,cotton
840.0,420.0,420.0,alluvial,southern plateau and hills region,cotton
844.0,422.0,422.0,alluvial,southern plateau and hills region,cotton
848.0,424.0,424.0,alluvial,southern plateau and hills region,cotton
852.0,426.0,426.0,alluvial,southern plateau and hills region,cotton
856.0,428.0,428.0,alluvial,southern plateau and hills region,cotton
860.0,430.0,430.0,alluvial,southern plateau and hills region,cotton
864.0,432.0,432.0,alluvial,southern plateau and hills region,cotton
868.0,434.0,434.0,alluvial,southern plateau and hills region,cotton
872.0,436.0,436.0,alluvial,southern plateau and hills region,cotton
876.0,438.0,438.0,alluvial,southern plateau and hills region,cotton
880.0,440.0,440.0,alluvial,southern plateau and hills region,cotton
884.0,442.0,442.0,alluvial,southern plateau and hills region,cotton
888.0,444.0,444.0,alluvial,southern plateau and hills region,cotton
892.0,446.0,446.0,alluvial,southern plateau and hills region,cotton
896.0,448.0,448.0,alluvial,southern plateau and hills region,cotton
900.0,450.0,450.0,alluvial,southern plateau and hills region,cotton
904.0,452.0,452.0,alluvial,southern plateau and hills region,cotton
908.0,454.0,454.0,alluvial,southern plateau and hills region,cotton
912.0,456.0,456.0,alluvial,southern plateau and hills region,cotton
916.0,458.0,458.0,alluvial,southern plateau and hills region,cotton
920.0,460.0,460.0,alluvial,southern plateau and hills region,cotton
924.0,462.0,462.0,alluvial,southern plateau and hills region,cotton
928.0,464.0,464.0,alluvial,southern plateau and hills region,cotton
932.0,466.0,466.0,alluvial,southern plateau and hills region,cotton
936.0,468.0,468.0,alluvial,southern plateau and hills region,cotton
940.0,470.0,470.0,alluvial,southern plateau and hills region,cotton
944.0,472.0,472.0,alluvial,southern plateau and hills region,cotton
948.0,474.0,474.0,alluvial,southern plateau and hills region,cotton
952.0,476.0,476.0,alluvial,southern plateau and hills region,cotton
956.0,478.0,478.0,alluvial,southern plateau and hills region,cotton
960.0,480.0,480.0,alluvial,southern plateau and hills region,cotton
964.0,482.0,482.0,alluvial,southern plateau and hills region,cotton
968.0,484.0,484.0,alluvial,southern plateau and hills region,cotton
972.0,486.0,486.0,alluvial,southern plateau and hills region,cotton
976.0,488.0,488.0,alluvial,southern plateau and hills region,cotton
980.0,490.0,490.0,alluvial,southern plateau and hills region,cotton
984.0,492.0,492.0,alluvial,southern plateau and hills region,cotton
988.0,494.0,494.0,alluvial,southern plateau and hills region,cotton
992.0,496.0,496.0,alluvial,southern plateau and hills region,cotton
996.0,498.0,498.0,alluvial,southern plateau and hills region,cotton
0.0,0.0,0.0,black,southern plateau and hills region,cotton
4.0,2.0,2.0,black,southern plateau and hills region,cotton
8.0,4.0,4.0,black,southern plateau and hills region,cotton
12.0,6.0,6.0,black,southern plateau and hills region,cotton
16.0,8.0,8.0,black,southern plateau and hills region,cotton
20.0,10.0,10.0,black,southern plateau and hills region,cotton
24.0,12.0,12.0,black,southern plateau and hills region,cotton
28.0,14.0,14.0,black,southern plateau and hills region,cotton
32.0,16.0,16.0,black,southern plateau and hills region,cotton
36.0,18.0,18.0,black,southern plateau and hills region,cotton
40.0,20.0,20.0,black,southern plateau and hills region,cotton
44.0,22.0,22.0,black,southern plateau and hills region,cotton
48.0,24.0,24.0,black,southern plateau and hills region,cotton
52.0,26.0,26.0,black,southern plateau and hills region,cotton
56.0,28.0,28.0,black,southern plateau and hills region,cotton
60.0,30.0,30.0,black,southern plateau and hills region,cotton
64.0,32.0,32.0,black,southern plateau and hills region,cotton
68.0,34.0,34.0,black,southern plateau and hills region,cotton
72.0,36.0,36.0,black,southern plateau and hills region,cotton
76.0,38.0,38.0,black,southern plateau and hills region,cotton
80.0,40.0,40.0,black,southern plateau and hills region,cotton
84.0,42.0,42.0,black,southern plateau and hills region,cotton
88.0,44.0,44.0,black,southern plateau and hills region,cotton
92.0,46.0,46.0,black,southern plateau and hills region,cotton
96.0,48.0,48.0,black,southern plateau and hills region,cotton
100.0,50.0,50.0,black,southern plateau and hills region,cotton
104.0,52.0,52.0,black,southern plateau and hills region,cotton
108.0,54.0,54.0,black,southern plateau and hills region,cotton
112.0,56.0,56.0,black,southern plateau and hills region,cotton
116.0,58.0,58.0,black,southern plateau and hills region,cotton
120.0,60.0,60.0,black,southern plateau and hills region,cotton
124.0,62.0,62.0,black,southern plateau and hills region,cotton
128.0,64.0,64.0,black,southern plateau and hills region,cotton
132.0,66.0,66.0,black,southern plateau and hills region,cotton
136.0,68.0,68.0,black,southern plateau and hills region,cotton
140.0,70.0,70.0,black,southern plateau and hills region,cotton
144.0,72.0,72.0,black,southern plateau and hills region,cotton
148.0,74.0,74.0,black,southern plateau and hills region,cotton
152.0,76.0,76.0,black,southern plateau and hills region,cotton
156.0,78.0,78.0,black,southern plateau and hills region,cotton
160.0,80.0,80.0,black,southern plateau and hills region,cotton
164.0,82.0,82.0,black,southern plateau and hills region,cotton
168.0,84.0,84.0,black,southern plateau and hills region,cotton
172.0,86.0,86.0,black,southern plateau and hills region,cotton
176.0,88.0,88.0,black,southern plateau and hills region,cotton
180.0,90.0,90.0,black,southern plateau and hills region,cotton
184.0,92.0,92.0,black,southern plateau and hills region,cotton
188.0,94.0,94.0,black,southern plateau and hills region,cotton
192.0,96.0,96.0,black,southern plateau and hills region,cotton
196.0,98.0,98.0,black,southern plateau and hills region,cotton
200.0,100.0,100.0,black,southern plateau and hills region,cotton
204.0,102.0,102.0,black,southern plateau and hills region,cotton
208.0,104.0,104.0,black,southern plateau and hills region,cotton
212.0,106.0,106.0,black,southern plateau and hills region,cotton
216.0,108.0,108.0,black,southern plateau and hills region,cotton
220.0,110.0,110.0,black,southern plateau and hills region,cotton
224.0,112.0,112.0,black,southern plateau and hills region,cotton
228.0,114.0,114.0,black,southern plateau and hills region,cotton
232.0,116.0,116.0,black,southern plateau and hills region,cotton
236.0,118.0,118.0,black,southern plateau and hills region,cotton
240.0,120.0,120.0,black,southern plateau and hills region,cotton
244.0,122.0,122.0,black,southern plateau and hills region,cotton
248.0,124.0,124.0,black,southern plateau and hills region,cotton
252.0,126.0,126.0,black,southern plateau and hills region,cotton
256.0,128.0,128.0,black,southern plateau and hills region,cotton
260.0,130.0,130.0,black,southern plateau and hills region,cotton
264.0,132.0,132.0,black,southern plateau and hills region,cotton
268.0,134.0,134.0,black,southern plateau and hills region,cotton
272.0,136.0,136.0,black,southern plateau and hills region,cotton
276.0,138.0,138.0,black,southern plateau and hills region,cotton
280.0,140.0,140.0,black,southern plateau and hills region,cotton
284.0,142.0,142.0,black,southern plateau and hills region,cotton
288.0,144.0,144.0,black,southern plateau and hills region,cotton
292.0,146.0,146.0,black,southern plateau and hills region,cotton
296.0,148.0,148.0,black,southern plateau and hills region,cotton
300.0,150.0,150.0,black,southern plateau and hills region,cotton
304.0,152.0,152.0,black,southern plateau and hills region,cotton
308.0,154.0,154.0,black,southern plateau and hills region,cotton
312.0,156.0,156.0,black,southern plateau and hills region,cotton
316.0,158.0,158.0,black,southern plateau and hills region,cotton
320.0,160.0,160.0,black,southern plateau and hills region,cotton
324.0,162.0,162.0,black,southern plateau and hills region,cotton
328.0,164.0,164.0,black,southern plateau and hills region,cotton
332.0,166.0,166.0,black,southern plateau and hills region,cotton
336.0,168.0,168.0,black,southern plateau and hills region,cotton
340.0,170.0,170.0,black,southern plateau and hills region,cotton
344.0,172.0,172.0,black,southern plateau and hills region,cotton
348.0,174.0,174.0,black,southern plateau and hills region,cotton
352.0,176.0,176.0,black,southern plateau and hills region,cotton
356.0,178.0,178.0,black,southern plateau and hills region,cotton
360.0,180.0,180.0,black,southern plateau and hills region,cotton
364.0,182.0,182.0,black,southern plateau and hills region,cotton
368.0,184.0,184.0,black,southern plateau and hills region,cotton
372.0,186.0,186.0,black,southern plateau and hills region,cotton
376.0,188.0,188.0,black,southern plateau and hills region,cotton
380.0,190.0,190.0,black,southern plateau and hills region,cotton
384.0,192.0,192.0,black,southern plateau and hills region,cotton
388.0,194.0,194.0,black,southern plateau and hills region,cotton
392.0,196.0,196.0,black,southern plateau and hills region,cotton
396.0,198.0,198.0,black,southern plateau and hills region,cotton
400.0,200.0,200.0,black,southern plateau and hills region,cotton
404.0,202.0,202.0,black,southern plateau and hills region,cotton
408.0,204.0,204.0,black,southern plateau and hills region,cotton
412.0,206.0,206.0,black,southern plateau and hills region,cotton
416.0,208.0,208.0,black,southern plateau and hills region,cotton
420.0,210.0,210.0,black,southern plateau and hills region,cotton
424.0,212.0,212.0,black,southern plateau and hills region,cotton
428.0,214.0,214.0,black,southern plateau and hills region,cotton
432.0,216.0,216.0,black,southern plateau and hills region,cotton
436.0,218.0,218.0,black,southern plateau and hills region,cotton
440.0,220.0,220.0,black,southern plateau and hills region,cotton
444.0,222.0,222.0,black,southern plateau and hills region,cotton
448.0,224.0,224.0,black,southern plateau and hills region,cotton
452.0,226.0,226.0,black,southern plateau and hills region,cotton
456.0,228.0,228.0,black,southern plateau and hills region,cotton
460.0,230.0,230.0,black,southern plateau and hills region,cotton
464.0,232.0,232.0,black,southern plateau and hills region,cotton
468.0,234.0,234.0,black,southern plateau and hills region,cotton
472.0,236.0,236.0,black,southern plateau and hills region,cotton
476.0,238.0,238.0,black,southern plateau and hills region,cotton
480.0,240.0,240.0,black,southern plateau and hills region,cotton
484.0,242.0,242.0,black,southern plateau and hills region,cotton
488.0,244.0,244.0,black,southern plateau and hills region,cotton
492.0,246.0,246.0,black,southern plateau and hills region,cotton
496.0,248.0,248.0,black,southern plateau and hills region,cotton
500.0,250.0,250.0,black,southern plateau and hills region,cotton
504.0,252.0,252.0,black,southern plateau and hills region,cotton
508.0,254.0,254.0,black,southern plateau and hills region,cotton
512.0,256.0,256.0,black,southern plateau and hills region,cotton
